draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,lambda_atk.1,lambda_atk.2,lambda_atk.3,lambda_atk.4,lambda_def.1,lambda_def.2,lambda_def.3,lambda_def.4
1135,-902.5830307670658,0.5820101161180378,0.003042604197779464,2.0,3.0,0.0,910.0022195532193,7.463095458751161e-11,7.869823137916157e-11,8.832541980080914e-11,8.081044666310346e-11,5.5350616076756495e-11,5.4777915060307e-11,5.505497380737615e-11,6.232325859456215e-11
1136,-901.5103492358209,0.9977171101435052,0.003042604197779464,10.0,1023.0,0.0,904.0698486783558,1.9809150114748034e-07,2.0348081488324877e-07,2.291799970456116e-07,1.9269347324274838e-07,1.4912266561801248e-07,1.4197876570275232e-07,1.4362708022928755e-07,1.4425457693345375e-07
1137,-903.6951388517956,0.8786060594735944,0.003042604197779464,3.0,7.0,0.0,906.0290328364522,2.234631233965889e-07,2.1500945927779606e-07,2.1289498670656559e-07,2.1398681924497853e-07,1.406254943418881e-07,1.3526019801834026e-07,1.4151621187411183e-07,1.4207041517527848e-07
1138,-901.8324820937139,0.9915450782478983,0.003042604197779464,3.0,7.0,0.0,906.5231345754363,1.9662618748877085e-07,1.9928766272096858e-07,2.432278040945299e-07,2.1554548273678236e-07,1.3987857037731398e-07,1.4924172285191308e-07,1.5225872180988614e-07,1.5087537379869003e-07
1139,-902.0948120942783,0.98695599640598,0.003042604197779464,3.0,7.0,0.0,903.5108188745778,2.1802431531354478e-07,2.3449380465955235e-07,2.320262800047467e-07,2.209326070891587e-07,1.57778003639446e-07,1.4494786358502397e-07,1.4470307870605452e-07,1.4971811001404478e-07
1140,-902.995432511849,0.9809668887347158,0.003042604197779464,7.0,159.0,0.0,906.293804036996,4.747502568561205e-07,5.251627761879133e-07,6.269506159470777e-07,4.7085103123009813e-07,3.4381177746740744e-07,3.2998223153458773e-07,3.3806806935487e-07,3.783253098835217e-07
1141,-901.7987753233566,0.9383157178240475,0.003042604197779464,2.0,7.0,0.0,905.7813334375542,5.026424159886087e-07,5.080977271806351e-07,5.067195285594381e-07,4.979484570697365e-07,3.5199989743550683e-07,3.44089094866904e-07,3.6927185473565905e-07,3.4320023094834374e-07
1142,-901.8593729460873,0.9393608860592018,0.003042604197779464,3.0,7.0,0.0,904.3517188519708,4.836768772820082e-07,5.089030902007312e-07,6.106602566039653e-07,4.828479170750048e-07,3.414222461500922e-07,3.4572755745954247e-07,3.170004397469451e-07,3.7108408389219166e-07
1143,-902.0193209396967,0.937278307065368,0.003042604197779464,10.0,1023.0,0.0,906.5901436614527,1.660871261767427,1.7368592639095226,1.7479619751115465,1.7110644285636065,1.141616097779373,1.2105198303919318,1.2577411423935496,1.0730453388287224
1144,-900.7035430962094,1.0,0.003042604197779464,3.0,7.0,0.0,904.3315462234468,1.5658270420935791,1.7968023199067538,1.8567417922175293,1.718553711042701,1.2175306933109153,1.0492874066885256,1.1473933364220548,1.2311003118304569
1145,-903.1561149602755,0.8478671737049993,0.003042604197779464,3.0,7.0,0.0,904.9816685389205,1.8717580711553228,1.6590688056436746,1.8633405868406474,1.6411331965156768,1.1013180361242054,1.328610074698666,1.190674206613498,1.1760820412639896
1146,-900.6043492763198,0.9871235146069425,0.003042604197779464,3.0,7.0,0.0,905.6443646146217,1.6166545744973322,1.6868987798920962,2.047495169622174,1.8013803645626478,1.2182292188307795,1.1618434062621816,1.1555112066004436,1.3098063828045061
1147,-900.4301502960692,0.8860516182980438,0.003042604197779464,3.0,15.0,0.0,904.6407303852499,1.6487732958445784,1.6645815950608476,1.7430837201252922,1.5793972089345338,1.0455166155266729,1.1323278442520466,1.2446829473790693,1.1482122577115017
1148,-899.7528942716937,0.8252344197184177,0.003042604197779464,3.0,7.0,0.0,905.3070782171585,1.5811859531618002,1.6383535627571426,1.9289243659891866,1.7247764906245897,1.1157423307693475,1.2135884402196968,1.0986537207024545,1.181693141879422
1149,-899.7683769903125,0.9566708105659888,0.003042604197779464,3.0,7.0,0.0,901.7238445767459,1.6110620035910812,1.7418176858373362,1.7993322383828068,1.6490190401633682,1.1571409554680663,1.0944628147369804,1.2466672898706836,1.1353578188005042
1150,-899.0035518074685,0.9817260662715926,0.003042604197779464,3.0,7.0,0.0,901.4099954882241,1.7167905328710753,1.6420586127628698,1.87364792364418,1.6791486599546581,1.088477911046149,1.141738626117527,1.2100441195618914,1.2227772760186508
1151,-900.6359458751386,0.7597727650807836,0.003042604197779464,3.0,7.0,0.0,903.6567890109742,1.5438030882419802,1.628797705767101,1.8346918653899085,1.651607785541764,1.1949468445636229,1.204739006311103,1.0742584426041777,1.1450552632586568
1152,-898.9870053588985,0.9954946692722627,0.003042604197779464,3.0,7.0,0.0,902.4479306395945,1.6416135697468646,1.6705884485630766,1.8136841449432246,1.586146753178814,1.090509929875509,1.0710819720052203,1.1882206372874435,1.1511846516693551
1153,-900.093881849853,0.9241691951575276,0.003042604197779464,9.0,759.0,0.0,901.8199397725273,0.09410624577182874,0.09787529679003835,0.09908663609101624,0.0880687452804012,0.06622971853528188,0.061264797040209096,0.06462244674662626,0.06519294473160367
1154,-902.0943083408416,0.7095765355884457,0.003042604197779464,3.0,7.0,0.0,907.0342283948308,0.08785413514632841,0.08946506831988273,0.0985636837514501,0.10331386055181667,0.06137035130702057,0.06701080281648367,0.06912349165146381,0.06410910653163594
1155,-900.6047620991953,0.9166862565317925,0.003042604197779464,8.0,375.0,0.0,906.4197149597572,0.3106611362019724,0.3275754024440158,0.3409724072337771,0.33710403869878064,0.23749684892451292,0.20921230523741008,0.21965113978915882,0.22024957684128696
1156,-899.7399095134409,0.9702052319392116,0.003042604197779464,3.0,7.0,0.0,903.3401808089919,0.33180354904875,0.319519736005275,0.32591171931091456,0.3140503312817911,0.21024192572306952,0.21526700810685476,0.2306447134891586,0.22164766451069812
1157,-902.8707679407042,0.6703479401616956,0.003042604197779464,3.0,7.0,0.0,906.1698226209302,0.31666213134338406,0.3539705295382156,0.34991382613773997,0.3390009331207993,0.2342398786206592,0.2317691517847358,0.2092627408408438,0.2542126906734318
1158,-903.0147436105392,0.9870973911110204,0.003042604197779464,3.0,7.0,0.0,905.7771652493686,0.3276613961435013,0.35636046232435176,0.3929293116876271,0.2958415505791611,0.22797297119829987,0.20688801013948738,0.23819886322745598,0.25219526496282646
1159,-900.2555158943558,0.8343185170473854,0.003042604197779464,4.0,27.0,0.0,906.7383481887566,0.2803949547015591,0.3010515324324581,0.32033647956767264,0.2594901955686558,0.19264707448000204,0.18811246728513611,0.20612483193296757,0.20793176260889895
1160,-899.8168785338213,0.8765318546998663,0.003042604197779464,8.0,407.0,0.0,903.7468164577035,0.7231744937360413,0.7525995735672093,0.9069715600468675,0.7559239465353621,0.5208955414888,0.5324822650241778,0.4871711278115399,0.5383853225470557
1161,-900.5878462088046,0.7299100799437138,0.003042604197779464,8.0,311.0,0.0,905.3533559649345,1.1928916654329222,1.3130493713093239,1.4790051443577283,1.3644145393606073,0.8817607927611875,0.8882539852660937,0.8455925094226807,0.8633257348511987
1162,-904.7669685486975,0.7138717380020095,0.003042604197779464,3.0,7.0,0.0,907.8954464117897,1.2938759083883986,1.2747989354476246,1.3663233886433683,1.1016234427755303,0.9374527250359596,0.8698857602506133,0.8196016808238474,0.9203555106298547
1163,-902.1418687942676,0.9240774964577622,0.003042604197779464,2.0,3.0,0.0,907.3456499726378,1.1486440015191544,1.3358567535455,1.5259118896244446,1.2391783475291656,0.831315880500209,0.8202532486536859,0.8469818987993607,0.9403020132392841
1164,-903.0521492466128,0.9525588487713011,0.003042604197779464,3.0,7.0,0.0,905.6291092099183,1.1114189055320043,1.3978210753944589,1.4893781741398953,1.1917681531186104,0.8838604454586153,0.8836101631396608,0.8395704944514437,0.9306402105154024
1165,-901.105979969288,1.0,0.003042604197779464,3.0,7.0,0.0,904.6924236215062,1.3238460574795374,1.3040177901237946,1.3676400016673838,1.2367368971373636,0.8587769996160726,0.7853953778639289,0.9135581071590936,0.9478130390578279
1166,-901.4176773256728,0.9069301822329012,0.003042604197779464,5.0,55.0,0.0,905.9247334163667,1.1543041347970455,1.0666838422817233,1.3548586037064034,1.2023396434106455,0.7863186182697239,0.7805955131008062,0.8237411665321344,0.769839319461061
1167,-902.9916241421697,0.7651039474990863,0.003042604197779464,3.0,7.0,0.0,908.9040868686864,1.2058461714101492,1.3130670635828474,1.1796658072381216,1.1265147643155562,0.7787898872955702,0.8132087975238351,0.8727125909223385,0.8945935238516682
1168,-904.3971756202889,0.9183279013484292,0.003042604197779464,3.0,7.0,0.0,907.9643984187197,1.2930752681571536,1.3101629925500713,1.1490962770834698,1.2017201929499624,0.7837160063823569,0.7889470113565179,0.8564873636713196,0.8802411471126281
1169,-898.6656121632244,0.9336358218875745,0.003042604197779464,3.0,7.0,0.0,906.6962417648213,1.1696404755565972,1.273848986597212,1.3191305954522683,1.2286446426660755,0.8562758680683432,0.8145088773290505,0.8576289701936199,0.8917542391328545
1170,-900.6418603812026,0.848677548298934,0.003042604197779464,3.0,7.0,0.0,902.1028338737646,1.2830214459157734,1.2285539004090484,1.3269113402123975,1.2820180372397583,0.8556546947401833,0.9094299060170231,0.8213635122543695,0.9259819852357732
1171,-899.6362737108044,0.9775309974535239,0.003042604197779464,9.0,567.0,0.0,903.3887296132781,0.02725270278974383,0.028886235284287957,0.02971183609456456,0.026445499019419054,0.018992887025110327,0.018845082591777938,0.01866405605843811,0.01867129022265771
1172,-898.7798807239766,0.9289457423551238,0.003042604197779464,2.0,7.0,0.0,902.0383692802905,0.0265709633814352,0.02842303954476545,0.03043783446209269,0.026431627778329348,0.018362740740719828,0.018411879493406336,0.018204311723938826,0.019885306082630373
1173,-904.6577889541769,0.646071790650636,0.003042604197779464,2.0,7.0,0.0,906.5016468783285,0.02292978321889726,0.028887277036363065,0.030346508326477714,0.02741495137796702,0.020745686574739058,0.018958821694876105,0.018862088095015828,0.01849437833634097
1174,-903.8357953623109,1.0,0.003042604197779464,3.0,7.0,0.0,905.6870274216997,0.02816735576177893,0.024002761630475013,0.026200590330558906,0.023944836999850155,0.016123702119807272,0.018174222512716234,0.0177339087847429,0.01943286949802701
1175,-903.5942906829027,0.979841833195621,0.003042604197779464,3.0,7.0,0.0,906.8023322992731,0.01995694706562328,0.02475938364590769,0.027308658839319478,0.025603052339289233,0.017332633055499858,0.01592510521452539,0.016430770096490896,0.016958135340496665
1176,-901.6175849066923,0.9999999340091679,0.003042604197779464,8.0,327.0,0.0,905.4433902920595,0.005988858318457047,0.006265867820594013,0.007330459587315326,0.006787404799329097,0.004452560916312615,0.004357961530342899,0.004600583682509556,0.004091649637725837
1177,-903.3428391301636,0.8599246626436917,0.003042604197779464,5.0,47.0,0.0,907.841092660907,0.005225652850591886,0.004654752843035095,0.0055254314592411554,0.004715886267453241,0.0032742143236343065,0.0032119856233442006,0.003504447287529089,0.0039481387407570455
1178,-900.3795058437354,0.9805641879026253,0.003042604197779464,3.0,7.0,0.0,904.8585303327402,0.005199527501361619,0.005262413596455935,0.005550630140271668,0.004988638056921395,0.003324332746996107,0.0033816056472235033,0.0033145229827244217,0.0035785595360290187
1179,-901.800372916608,0.8737456195227583,0.003042604197779464,9.0,551.0,0.0,906.31231575697,0.7676976342701778,0.813115905636158,0.9726818584065061,0.8718948220793994,0.5671771844880514,0.5439693293192962,0.5316294889118688,0.5512319031275544
1180,-900.3664769904751,0.9575160103200012,0.003042604197779464,5.0,55.0,0.0,905.9985836879407,0.5985582636329875,0.6846825910361695,0.7239316935194106,0.5910882528786358,0.42084015293812843,0.4212281596463018,0.41855948804167226,0.4589836040057525
1181,-900.8957751373099,0.9562971257992638,0.003042604197779464,7.0,207.0,0.0,903.8785048488193,2.464984159933134,2.368924508784429,2.532383339250589,2.3141279100582817,1.4788944784019216,1.6940522573496872,1.7424858611899936,1.6056096178344115
1182,-900.9816038306857,0.9629514556130986,0.003042604197779464,3.0,7.0,0.0,903.8569031609866,2.2922507436355035,2.4849406381419428,2.834278455596593,2.3590971899243396,1.8070607709560842,1.6351306161014463,1.553711072246679,1.8405729058428482
1183,-903.3814324603401,0.8695483328916657,0.003042604197779464,3.0,7.0,0.0,906.5318607099192,2.5238974525464375,2.6591751615805226,2.940221763003131,2.1895534083501955,1.6065888038951848,1.7724064213487853,1.6514923956912817,1.9220375254766795
1184,-904.3503716723934,0.8233687433910488,0.003042604197779464,3.0,7.0,0.0,908.7499265402239,2.4477224327645075,2.386758256440168,2.8386240632381696,2.871704375577915,1.8473768033121254,1.7748093038583517,2.02131148013727,1.7569444483058492
1185,-902.6398888537308,1.0,0.003042604197779464,3.0,7.0,0.0,905.8648544507384,2.7642965994591715,2.8441047931833277,3.0269552172048138,2.577040564059965,1.7458864412787989,1.927840995884625,1.6777231799433547,1.9313951915773273
1186,-904.1755301635504,0.9460363339746213,0.003042604197779464,5.0,63.0,0.0,907.3550673717015,4.000313311714534,4.314132056253262,4.670059530287167,4.816107041423478,2.9461444525843596,2.742747602964361,3.3173330961102896,3.1719979644195666
1187,-904.2498771763125,0.9476252638140387,0.003042604197779464,3.0,7.0,0.0,909.7789599050117,4.7668789450060975,4.229200057410776,4.712672129204171,4.0674777348045765,2.7965761800714364,3.2476117859163662,2.945495103300011,2.8421197935363436
1188,-901.3162676109627,0.9938189920875496,0.003042604197779464,3.0,7.0,0.0,906.1269040692306,4.732382367342601,4.172909857810918,4.677176835382287,4.129458420832848,2.722749105875872,3.1164727336517144,3.0202504495556477,3.0593930368525806
1189,-901.1278706281723,0.9353339975580262,0.003042604197779464,2.0,7.0,0.0,903.4149296851643,4.662350480525752,4.138385185519957,4.642741413115985,4.551479769066924,2.845204693781466,2.997847085011275,2.9763593089652494,3.2226637266861196
1190,-899.997635377752,0.8847483723457892,0.003042604197779464,3.0,7.0,0.0,904.7384964063574,3.9778697456950063,4.25648561397195,4.775734074171253,4.218195501358169,3.14475034582241,2.939407449624392,2.9663865895852317,3.0242035106653598
1191,-900.4375805376884,0.9776489550303451,0.003042604197779464,7.0,151.0,0.0,902.1800833262412,2.3589694319893644,2.331363059739125,2.59055492364143,2.1727480619015527,1.6127549853490621,1.6975173674460318,1.537511150407793,1.705189778790003
1192,-901.7141995890887,0.8531001002184464,0.003042604197779464,3.0,7.0,0.0,905.0565663188746,2.1495304390189953,2.3900631524034526,2.6610103775289895,2.361211625049772,1.5677084130711367,1.4103923671068226,1.5605204010184441,1.6548478740232384
1193,-906.5416296776228,0.6735766071477104,0.003042604197779464,3.0,7.0,0.0,911.7409119757566,1.9162504195392622,2.355245921099297,2.573393598385337,2.0076632612265293,1.5852736693907503,1.5670487897802776,1.6194387573899112,1.5111354098329075
1194,-900.1217336612926,0.9144029499182805,0.003042604197779464,3.0,7.0,0.0,909.333773454368,2.413937304074751,2.1315876794461945,2.4249859384377817,2.194319088729638,1.4931017659622545,1.5553002552014294,1.5993305080509022,1.590940687841845
1195,-900.288275160049,0.9864604515604946,0.003042604197779464,3.0,7.0,0.0,901.8760706879126,2.0641309138341377,2.273932493830985,2.58183095770681,2.456496024839767,1.5742141820349465,1.5895965882379866,1.5629064650774367,1.5499019603022677
1196,-902.2911095913688,0.7499730586937553,0.003042604197779464,2.0,7.0,0.0,904.4323761334241,2.14684136948701,2.1109667493860957,2.4470089446570387,2.303251739760008,1.5402541477844782,1.701584937239859,1.6152783847105112,1.6291217123605646
1197,-901.5445057013877,0.9665483785964538,0.003042604197779464,2.0,7.0,0.0,904.2260918269661,2.3014394011066392,2.3018023957436458,2.617576666468463,2.338891841503675,1.4994588003721205,1.6564275331412728,1.432008051678931,1.601394624741853
1198,-898.8670111282665,0.8885558096753733,0.003042604197779464,3.0,7.0,0.0,904.7475193276371,2.282457750106374,2.31742345024273,2.6701996199935283,2.2825230976295154,1.6126054844376863,1.5699667508499775,1.671011158215026,1.7193872656887061
1199,-902.0459005375982,0.7187580121005078,0.003042604197779464,3.0,7.0,0.0,905.5760120080407,2.2553005213108506,2.2932409750292537,2.8295005020125084,2.1597696067627896,1.6879050968177258,1.5105820780448342,1.6205263781906492,1.651041182277025
1200,-902.3161768295267,0.8797417146691091,0.003042604197779464,3.0,7.0,0.0,907.8140290344195,2.492723865963022,2.3479071970433183,2.33267537521218,2.3784332573918734,1.5670316510156401,1.6278816906417426,1.570638024539026,1.5597828970096739
1201,-900.9549309052218,0.9974726831925507,0.003042604197779464,3.0,7.0,0.0,903.8310049184445,2.180995405761074,2.129023876536435,2.635594643757379,2.2358837185860096,1.4816757339880176,1.5168889850301315,1.6029797601728464,1.717687323771265
1202,-901.5546242328347,0.8213217128733292,0.003042604197779464,3.0,7.0,0.0,905.2715566832645,2.1113555108262245,2.13633814856941,2.536831948440315,2.266795945789915,1.5217840297066842,1.4134991022956986,1.6659875379449183,1.5309057826831534
1203,-899.8180808015477,0.976431029297742,0.003042604197779464,3.0,7.0,0.0,903.4719744491686,2.387889567491218,2.2626354220374054,2.5285013624045414,2.245752379676116,1.5591562603355578,1.537437046002649,1.4871318504865612,1.64701746224906
1204,-899.954078279348,0.9710530423484304,0.003042604197779464,3.0,7.0,0.0,901.4617913505731,2.1043865019697843,2.3598080465399236,2.4493384080064993,2.326301797120567,1.4638512800786108,1.5016782542309537,1.548203339693797,1.5342046435338077
1205,-902.0410537221112,0.8400390253496486,0.003042604197779464,3.0,7.0,0.0,904.298073120898,2.129576383786407,2.336477347259519,2.380269738085494,2.230959047811996,1.4304708778938886,1.4423719713412524,1.7138058954375717,1.4720517725658067
1206,-903.9723614651462,0.5961158278850662,0.003042604197779464,3.0,7.0,0.0,912.9582233730252,2.4336574240437634,2.258024836847738,2.3584839892180045,2.124591721715424,1.4712237255876057,1.5375635340752893,1.4379638102496024,1.7944928374756415
1207,-903.8883266530137,0.773474874422633,0.003042604197779464,7.0,159.0,0.0,912.564302105557,12.690747349681406,12.343800977244943,14.174565855735622,14.278580244216458,8.909999574565978,8.714879980590473,8.122501171003735,8.557209200443042
1208,-900.9424915112681,0.9724884207233782,0.003042604197779464,3.0,15.0,0.0,906.4802224455407,13.375916761975681,14.50372177541119,14.62630357429058,12.540136703393584,9.127842616394425,9.190139583086932,9.723754123658875,10.257522966637227
